Title,Directors,IMDb
The Most Dangerous Game,Irving Pichel,7.1
The Most Dangerous Game,Ernest B. Schoedsack,7.1
Priceless,Pierre Salvadori,7.0
House on Haunted Hill,William Malone,6.9
The Crazies,Breck Eisner,6.5
Late Night,Nisha Ganatra,6.5
The Treatment,Hans Herbots,7.2
Karwaan,Akarsh Khurana,7.5
The Decline of Western Civilization,Penelope Spheeris,7.6
Atlantic City,Louis Malle,7.3
Tom Petty and the Heartbreakers: Runnin' Down a Dream,Peter Bogdanovich,8.6
Blow the Man Down,Bridget Savage Cole,6.4
Blow the Man Down,Danielle Krudy,6.4
Suspiria,Luca Guadagnino,6.8
Hindi Medium,Saket Chaudhary,7.8
King of New York,Abel Ferrara,7.0
Three… Extremes,Fruit Chan,7.0
Three… Extremes,Takashi Miike,7.0
Three… Extremes,Chan-wook Park,7.0
The Invisible War,Kirby Dick,7.6
We Were Here,David Weissman,7.9
We Were Here,Bill Weber,7.9
Carnival of Souls,Herk Harvey,7.1
The Whistleblower,Larysa Kondracki,7.1
Accattone,Pier Paolo Pasolini,7.8
"Run Silent, Run Deep",Robert Wise,7.3
Shoeshine,Vittorio De Sica,8.0
Opera,Dario Argento,7.0
The Tillman Story,Amir Bar-Lev,7.7
Dhoom 2,Sanjay Gadhvi,6.5
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,Steven Okazaki,8.3
The Man from Earth,Richard Schenkman,7.9
Lean on Pete,Andrew Haigh,7.2
Harry Brown,Daniel Barber,7.2
The Girl Who Kicked the Hornet's Nest,Daniel Alfredson,7.3
Ghost Town,David Koepp,6.7
They Call Me Jeeg,Gabriele Mainetti,7.1
Friday the 13th,Sean S. Cunningham,6.5
Sabotage,David Ayer,7.1
Pyaasa,Guru Dutt,8.5
He Loves Me… He Loves Me Not,Laetitia Colombani,7.2
Birdy,Alan Parker,7.3
The Secret of Roan Inish,John Sayles,7.5
Meet John Doe,Frank Capra,7.7
Death of a Salesman,Volker Schlöndorff,7.3
Spirits in the Forest,Anton Corbijn,7.8
Spirits in the Forest,John Merizalde,7.8
Spirits in the Forest,Pasqual Gutierrez,7.8
Kannathil Muthamittal,Mani Ratnam,8.4
Polytechnique,Denis Villeneuve,7.2
The King's Choice,Erik Poppe,7.1
Who Killed the Electric Car?,Chris Paine,7.6
Stuck in Love,unknown,7.2
A Star Is Born,Bradley Cooper,7.3
Heavy Trip,Juuso Laatio,7.0
Heavy Trip,Jukka Vidgren,7.0
Bad Boy Bubby,Rolf de Heer,7.4
Breakdown,Jonathan Mostow,6.9
The House of the Devil,Ti West,6.4
Unsane,Steven Soderbergh,6.4
Waco: The Rules of Engagement,William Gazecki,7.9
Dead Snow 2: Red vs. Dead,Tommy Wirkola,6.9
Magic Mike,Steven Soderbergh,6.1
Colette,Wash Westmoreland,6.7
The Gospel According to Matthew,Pier Paolo Pasolini,7.8
Life According to Sam,Sean Fine,8.2
Life According to Sam,Andrea Nix,8.2
Draft Day,Ivan Reitman,6.8
Capitalism: A Love Story,Michael Moore,7.4
Best Worst Movie,Michael Paul Stephenson,7.3
Papillon,Michael Noer,7.2
The Battery,Jeremy Gardner,6.4
Heartstone,Guðmundur Arnar Guðmundsson,7.4
"Don't Worry, He Won't Get Far on Foot",Gus Van Sant,6.9
Dark Days,Marc Singer,7.8
Tab Hunter Confidential,Jeffrey Schwarz,7.7
Ash Is Purest White,Zhangke Jia,7.0
Paradise Lost 2: Revelations,Joe Berlinger,7.6
Paradise Lost 2: Revelations,Bruce Sinofsky,7.6
4 Little Girls,Spike Lee,7.8
Jay and Silent Bob Reboot,Kevin Smith,5.8
Woody Allen: A Documentary,Robert B. Weide,7.7
Phantasm,Don Coscarelli,6.8
Dark Water,Walter Salles,6.7
Southern Comfort,Walter Hill,7.2
Becoming Astrid,Pernille Fischer Christensen,7.1
The Snow Walker,Charles Martin Smith,7.3
Braven,Lin Oeding,6.0
Sunshine Cleaning,Christine Jeffs,6.8
The Woman in Black,James Watkins,6.4
Rambo: Last Blood,Adrian Grunberg,6.2
The Strange Love of Martha Ivers,Lewis Milestone,7.4
Gaslight,George Cukor,7.3
I've Loved You So Long,Philippe Claudel,7.6
Behind the Mask: The Rise of Leslie Vernon,Scott Glosserman,6.7
These Final Hours,Zak Hilditch,6.7
The Man with the Golden Arm,Otto Preminger,7.4
Lost Soul: The Doomed Journey of Richard Stanley's “Island of Dr. Moreau”,David Gregory,7.5
A Private War,Matthew Heineman,6.7
"Nightmares in Red, White and Blue",Andrew Monument,7.2
Transit,Christian Petzold,6.9
Fateless,Lajos Koltai,6.9
Hell House LLC,Stephen Cognetti,6.4
Last Days in Vietnam,Rory Kennedy,7.6
The Man Who Fell to Earth,Nicolas Roeg,6.7
The Monster Squad,Fred Dekker,7.1
The Barkley Marathons: The Race That Eats Its Young,Annika Iltis,7.8
The Barkley Marathons: The Race That Eats Its Young,Timothy James Kane,7.8
Passion Fish,John Sayles,7.4
7 Boxes,Juan Carlos Maneglia,7.1
7 Boxes,Tana Schémbori,7.1
Embrace,Taryn Brumfitt,7.2
Rosencrantz & Guildenstern Are Dead,Tom Stoppard,7.5
Emmet Otter's Jug-Band Christmas,Jim Henson,8.3
Love & Friendship,Whit Stillman,6.4
Phenomena,Dario Argento,6.8
Grey Gardens,Ellen Hovde,7.4
Grey Gardens,Albert Maysles,7.4
Grey Gardens,David Maysles,7.4
Grey Gardens,Muffie Meyer,7.4
Room at the Top,Jack Clayton,7.5
Salt of the Earth,Herbert J. Biberman,7.4
Macbeth,Justin Kurzel,6.6
You Only Live Once,Josh Greenbaum,7.4
Deathgasm,Jason Lei Howden,6.3
Danny Collins,Dan Fogelman,7.0
Too Big to Fail,Curtis Hanson,7.3
Bad Taste,Peter Jackson,6.6
The Naked Kiss,Samuel Fuller,7.3
Breathe,unknown,7.1
Ballet Shoes,Sandra Goldbacher,6.6
Charlie Bartlett,Jon Poll,7.0
My Friend Dahmer,Marc Meyers,6.2
1945,Ferenc Török,7.1
Welcome to Dongmakgol,Kwang-Hyun Park,7.7
The Panama Papers,Alex Winter,7.2
Explorers,Joe Dante,6.6
"A Time to Live, a Time to Die",Hsiao-Hsien Hou,7.7
Spider Baby,Jack Hill,6.9
Janis: Little Girl Blue,Amy Berg,7.4
To Hell and Back: The Kane Hodder Story,Derek Dennis Herbert,7.8
Fat City,John Huston,7.3
The Dressmaker,Jocelyn Moorhouse,7.1
Last Flag Flying,Richard Linklater,6.9
The Ninth Gate,Roman Polanski,6.7
A Town Called Panic,Stéphane Aubier,7.5
A Town Called Panic,Vincent Patar,7.5
Sweet Country,Warwick Thornton,6.9
Game Change,Jay Roach,7.4
Penelope,Mark Palansky,6.7
Don't Torture a Duckling,Lucio Fulci,7.1
Igby Goes Down,Burr Steers,6.9
The Decline of Western Civilization Part II: The Metal Years,Penelope Spheeris,7.2
The Brand New Testament,Jaco Van Dormael,7.1
Ugly,Anurag Kashyap,8.0
"Jeff, Who Lives at Home",Jay Duplass,6.5
"Jeff, Who Lives at Home",Mark Duplass,6.5
Resolution,Justin Benson,6.4
Resolution,Aaron Moorhead,6.4
The Little Princess,Walter Lang,7.2
The Little Princess,William A. Seiter,7.2
The Love Witch,Anna Biller,6.2
Ben X,Nic Balthazar,7.4
Bilal: A New Breed of Hero,Khurram H. Alavi,7.9
Bilal: A New Breed of Hero,Ayman Jamal,7.9
Teddy Bear,Seth MacFarlane,7.1
The War Zone,Tim Roth,7.3
The Party,Harry Elfont,6.6
The Party,Deborah Kaplan,6.6
Anti Matter,Keir Burrows,5.8
Stake Land,Jim Mickle,6.5
The Babushkas of Chernobyl,Anne Bogart,7.9
The Babushkas of Chernobyl,Holly Morris,7.9
Cul-de-sac,Roman Polanski,7.1
I Dream in Another Language,Ernesto Contreras,7.4
Alive Inside,Michael Rossato-Bennett,8.2
The Gathering Storm,Richard Loncraine,7.5
The Hospital,Arthur Hiller,7.2
Broken Blossoms,D.W. Griffith,7.3
Wrinkles,Ignacio Ferreras,7.6
Like Crazy,Drake Doremus,6.7
Journey's End,Saul Dibb,6.6
Internal Affairs,Mike Figgis,6.5
Changing Lanes,Roger Michell,6.4
Longford,Tom Hooper,7.6
Nas: Time Is Illmatic,One9,7.1
Agora,Alejandro Amenábar,7.2
The Dresser,Peter Yates,7.6
Café Society,Woody Allen,6.6
Trees Lounge,Steve Buscemi,7.1
Sharkwater Extinction,Rob Stewart,7.7
Suburbia,Penelope Spheeris,7.0
Raising Victor Vargas,Peter Sollett,7.2
Faults,Riley Stearns,6.7
Milius,Joey Figueroa,7.5
Milius,Zak Knutson,7.5
City of Ghosts,Matt Dillon,7.4
Proof,unknown,7.2
The First Time,Jonathan Kasdan,6.8
The Mountain II,Alper Caglar,8.9
Danger Close,Kriv Stenders,6.9
Back Roads,Alex Pettyfer,6.7
Troop Zero,Bert,6.9
Troop Zero,Bertie,6.9
Salmon Fishing in the Yemen,Lasse Hallström,6.8
Street Fight,Ralph Bakshi,7.9
Battle of Britain,Guy Hamilton,7.0
Titli,Kanu Behl,7.6
Mr. Six,Hu Guan,7.0
Blood and Black Lace,Mario Bava,7.2
Jin-Roh: The Wolf Brigade,Hiroyuki Okiura,7.4
The Tuskegee Airmen,Robert Markowitz,7.1
She's Beautiful When She's Angry,Mary Dore,7.8
Maidentrip,Jillian Schlesinger,7.5
The Laramie Project,Moisés Kaufman,7.2
The Golem: How He Came into the World,Carl Boese,7.2
The Golem: How He Came into the World,Paul Wegener,7.2
Dilwale Dulhania Le Jayenge,Aditya Chopra,8.1
Support Your Local Sheriff,Burt Kennedy,7.5
Last Cab to Darwin,Jeremy Sims,7.2
Burn Notice: The Fall of Sam Axe,Jeffrey Donovan,7.2
The Plague Dogs,Martin Rosen,7.8
Cloudburst,Thom Fitzgerald,7.2
Valentine Road,Marta Cunningham,7.1
Wendy and Lucy,Kelly Reichardt,7.1
Rat Race,Jerry Zucker,6.4
Rivers and Tides,Thomas Riedelsheimer,7.9
Fan,Tony Scott,7.0
All the Mornings of the World,Alain Corneau,7.5
Light of My Life,Casey Affleck,6.6
The Big Combo,Joseph H. Lewis,7.4
The Beauty Inside,Jong-Yeol Baek,7.4
Beneath Hill 60,Jeremy Sims,7.1
Naked Gun 33⅓: The Final Insult,Peter Segal,6.5
Recount,Jay Roach,7.4
Dragonslayer,Matthew Robbins,6.7
Lawn Dogs,John Duigan,7.5
The Flowers of War,Yimou Zhang,7.6
Reefer Madness: The Movie Musical,Andy Fickman,7.1
Veteran,Seung-wan Ryoo,7.0
Mardaani,Pradeep Sarkar,7.3
Thin,Lauren Greenfield,7.4
California Split,Robert Altman,7.2
Out of Time,Carl Franklin,6.5
Tales of the Grim Sleeper,Nick Broomfield,7.0
Tales of the Grim Sleeper,Barney Broomfield,7.0
Tales of the Grim Sleeper,Marc Hoeferlin,7.0
Fahrenheit 11/9,Michael Moore,6.9
Gimme Danger,Jim Jarmusch,7.2
Salaam Namaste,Siddharth Anand,6.2
D.O.A.,Rudolph Maté,7.3
McLintock!,Andrew V. McLaglen,7.2
The Long Riders,Walter Hill,7.0
Any Day Now,unknown,7.5
"Fat, Sick & Nearly Dead",Joe Cross,7.5
"Fat, Sick & Nearly Dead",Kurt Engfehr,7.5
Kill the Irishman,Jonathan Hensleigh,7.1
A Coffee in Berlin,Jan-Ole Gerster,7.4
Penny Serenade,George Stevens,7.1
Rocket Singh: Salesman of the Year,Shimit Amin,7.5
Mr. Mom,Stan Dragoti,6.5
Gozu,Takashi Miike,7.0
The Nutty Professor,Tom Shadyac,6.7
Blood Brother,Tom Holland,8.3
The Weather Underground,Sam Green,7.5
The Weather Underground,Bill Siegel,7.5
The Falcon and the Snowman,John Schlesinger,6.8
We Are Still Here,Ted Geoghegan,5.7
Miss Granny,Joyce Bernal,7.3
Eye of the Needle,Richard Marquand,7.1
Avanti!,Billy Wilder,7.2
A Girl Like Her,Amy S. Weber,7.0
Cries from Syria,Evgeny Afineevsky,8.1
Trouble the Water,Carl Deal,7.4
Trouble the Water,Tia Lessin,7.4
Shut Up and Play the Hits,Will Lovelace,7.4
Shut Up and Play the Hits,Dylan Southern,7.4
Still Mine,Michael McGowan,7.4
Alleluia! The Devil's Carnival,Darren Lynn Bousman,6.8
Padmaavat,Sanjay Leela Bhansali,7.0
Why We Fight,Eugene Jarecki,8.0
Bill & Ted's Bogus Journey,Peter Hewitt,6.3
Bones Brigade: An Autobiography,Stacy Peralta,8.1
The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet,7.1
Hype!,Doug Pray,7.6
Your Vice Is a Locked Room and Only I Have the Key,Sergio Martino,6.8
Sign 'o' The Times,Prince,8.1
Sign 'o' The Times,Albert Magnoli,8.1
Ghosts of Abu Ghraib,Rory Kennedy,7.8
The Connection,Cédric Jimenez,7.1
The Bodyguard,unknown,6.3
The Birth of a Nation,D.W. Griffith,6.4
The Decline of the American Empire,Denys Arcand,7.2
Guava Island,Hiro Murai,6.7
The Kentucky Fried Movie,John Landis,6.5
The Ninth Configuration,William Peter Blatty,7.0
Chico & Rita,Tono Errando,7.2
Chico & Rita,Javier Mariscal,7.2
Chico & Rita,Fernando Trueba,7.2
Rewind This!,Josh Johnson,7.1
The Bride with White Hair,Ronny Yu,6.9
Fast Color,Julia Hart,6.0
An American Crime,Tommy O'Haver,7.3
Dick Tracy,Warren Beatty,6.1
Alamar,Pedro González-Rubio,7.3
Coffy,Jack Hill,6.8
Strangled,Árpád Sopsits,7.0
Balibo,Robert Connolly,7.1
We Are Legion: The Story of the Hacktivists,Brian Knappenberger,7.3
Ashes of Time,Kar-Wai Wong,7.2
Casting By,Tom Donahue,7.6
The Little Shop of Horrors,Frank Oz,6.3
The Island,Michael Bay,7.9
Neds,Peter Mullan,7.0
The Cutting Edge,Paul Michael Glaser,6.9
Meet the Patels,Geeta Patel,7.2
Meet the Patels,Ravi Patel,7.2
Topkapi,Jules Dassin,7.0
F/X,Robert Mandel,6.7
Hara-Kiri: Death of a Samurai,Takashi Miike,7.3
Sui Dhaaga - Made in India,Sharat Katariya,6.8
Chuck Norris vs Communism,Ilinca Calugareanu,7.5
Climates,Nuri Bilge Ceylan,7.2
The True Cost,Andrew Morgan,7.7
Dog Pound,Kim Chapiron,7.0
Liquid Sky,Slava Tsukerman,6.2
The Hole in the Ground,Lee Cronin,5.7
Dave Made a Maze,Bill Watterson,6.2
Creepy,Kiyoshi Kurosawa,6.3
Haunters: The Art of the Scare,Jon Schnitzer,6.6
The Ghazi Attack,Sankalp Reddy,7.6
Young and Innocent,Alfred Hitchcock,6.9
The Night Eats the World,Dominique Rocher,6.0
Marlina the Murderer in Four Acts,Mouly Surya,7.0
I Capture the Castle,Tim Fywell,6.9
No No: A Dockumentary,Jeffrey Radice,7.2
Badrinath Ki Dulhania,Shashank Khaitan,6.2
Belle and Sebastian,Nicolas Vanier,6.9
White Sun,Deepak Rauniyar,7.1
What's in a Name,Elva NelsonHayes,7.3
Bully,Larry Clark,6.9
Another Country,Marek Kanievska,7.1
The Decline of Western Civilization Part III,Penelope Spheeris,7.1
The Midnight Meat Train,Ryûhei Kitamura,6.1
The Living Dead at Manchester Morgue,Jorge Grau,6.8
Somers Town,Shane Meadows,6.9
Nothing Sacred,William A. Wellman,6.9
Aberdeen,Hans Petter Moland,7.1
Mystery Road,unknown,6.6
10 Rillington Place,Richard Fleischer,7.6
Spring in a Small Town,Mu Fei,7.4
The Man in the Iron Mask,Randall Wallace,6.5
The Boys of St. Vincent,John N. Smith,7.6
High Life,Claire Denis,5.8
Under the Silver Lake,David Robert Mitchell,6.5
Jean-Michel Basquiat: The Radiant Child,Tamra Davis,7.8
The Farewell Party,Tal Granit,7.1
The Farewell Party,Sharon Maymon,7.1
Breakfast on Pluto,Neil Jordan,7.2
Give Up Tomorrow,Michael Collins,7.7
The Big Easy,Jim McBride,6.5
Double Dare,unknown,7.4
Amal,Richie Mehta,7.5
Finders Keepers,Bryan Carberry,6.8
Finders Keepers,Clay Tweel,6.8
M.F.A.,Natalia Leite,6.1
After Tiller,Martha Shane,7.5
After Tiller,Lana Wilson,7.5
You're Not You,George C. Wolfe,7.3
Gideon's Army,Dawn Porter,7.7
The Rape of Europa,Richard Berge,7.7
The Rape of Europa,Bonni Cohen,7.7
The Rape of Europa,Nicole Newnham,7.7
Mr. Calzaghe,Vaughan Sivell,8.0
Wait for Your Laugh,Jason Wise,8.3
That Sugar Film,Damon Gameau,7.5
A Field in England,Ben Wheatley,6.3
Meatballs,Ivan Reitman,6.2
The Quiet Family,Jee-woon Kim,7.0
Western,Valeska Grisebach,7.0
Morvern Callar,Lynne Ramsay,6.8
Trouble Is My Business,Tom Konkle,6.0
Call Me Kuchu,Katherine Fairfax Wright,7.6
Call Me Kuchu,Malika Zouhali-Worrall,7.6
Just Eat It: A Food Waste Story,Grant Baldwin,7.2
Cockfighter,Monte Hellman,7.1
Winning: The Racing Life of Paul Newman,Adam Carolla,7.6
Winning: The Racing Life of Paul Newman,Nate Adams,7.6
Best Kept Secret,Samantha Buck,7.4
The Vikings,unknown,7.1
The Soloist,Joe Wright,6.7
Life with Father,Michael Curtiz,7.2
Class of 1984,Mark L. Lester,6.6
On the Edge,Jonathan Kaplan,7.0
Electrick Children,Rebecca Thomas,6.8
Sleepless Night,Baran bo Odar,6.7
East Side Sushi,Anthony Lucero,7.1
The First Great Train Robbery,Michael Crichton,6.9
Conversations with Other Women,Hans Canosa,7.0
Intact,Juan Carlos Fresnadillo,6.9
Apostasy,Daniel Kokotajlo,6.8
Oedipus Rex,Pier Paolo Pasolini,7.4
Black Souls,Francesco Munzi,6.8
Way Down East,D.W. Griffith,7.4
The Violin,Francisco Vargas,7.7
Zama,Lucrecia Martel,6.7
Death of a Superhero,Ian Fitzgibbon,7.1
James White,Josh Mond,7.1
Images,Robert Altman,7.1
99 River Street,Phil Karlson,7.4
Next,Lee Tamahori,6.2
Grave Encounters,Colin Minihan,6.1
Grave Encounters,Stuart Ortiz,6.1
Grave Encounters,The Vicious Brothers,6.1
The Woman in Green,Roy William Neill,6.7
Taking Chance,Ross Katz,7.4
Kansas City Confidential,Phil Karlson,7.4
The Street Fighter,Shigehiro Ozawa,7.1
Spun,Jonas Åkerlund,6.8
Flight of the Butterflies,Mike Slee,6.9
This Beautiful Fantastic,Simon Aboud,6.9
Henri-Georges Clouzot's Inferno,Serge Bromberg,7.5
Henri-Georges Clouzot's Inferno,Ruxandra Medrea,7.5
The Private Life of Henry VIII,Alexander Korda,7.1
The Forbidden Room,Guy Maddin,6.1
The Forbidden Room,Evan Johnson,6.1
Suddenly,Lewis Allen,6.8
In the Soup,Alexandre Rockwell,7.1
Orphans of the Storm,D.W. Griffith,7.4
A Late Quartet,Yaron Zilberman,7.1
Inferno,Ron Howard,6.6
Frequently Asked Questions About Time Travel,Gareth Carrivick,7.1
The Vanishing,Kristoffer Nyholm,5.8
Antarctica: A Year on Ice,Anthony Powell,7.6
The Ultimate Gift,Michael O. Sajbel,7.3
What Have You Done to Solange?,Massimo Dallamano,7.0
Things to Come,Mia Hansen-Løve,6.7
Alice Sweet Alice,Alfred Sole,6.5
How I Ended This Summer,Aleksey Popogrebskiy,7.0
To End All Wars,David L. Cunningham,7.0
Lila Says,Ziad Doueiri,6.9
Admiral,Roel Reiné,7.0
The Fits,Anna Rose Holmer,6.7
The Chant of Jimmie Blacksmith,Fred Schepisi,7.3
Keep the Lights On,Ira Sachs,6.4
Marjorie Prime,Michael Almereyda,6.3
Bunty Aur Babli,Shaad Ali,6.2
Fear of a Black Hat,Rusty Cundieff,7.2
The Fencer,Klaus Härö,7.1
Keep the Change,Rachel Israel,6.3
The Shooting,Monte Hellman,6.6
Two Hands,Gregor Jordan,7.1
The Golden Coach,Jean Renoir,7.0
Savior,Predrag Antonijevic,7.3
Young Sherlock Holmes,Barry Levinson,6.8
Starry Eyes,Kevin Kölsch,6.0
Starry Eyes,Dennis Widmyer,6.0
Home,Tim Johnson,8.6
The Southerner,Jean Renoir,7.1
Orchestra Rehearsal,Federico Fellini,7.2
Family,unknown,6.3
Narco Cultura,Shaul Schwarz,7.2
Harmontown,unknown,7.3
Baby Boom,Charles Shyer,6.2
Oddball,Stuart McDonald,6.4
Dr. Jekyll and Mr. Hyde,Rouben Mamoulian,7.0
Tiger Zinda Hai,Ali Abbas Zafar,6.0
Ill Manors,Plan B,7.1
Hollywood Shuffle,Robert Townsend,7.0
They Look Like People,Perry Blackshear,5.9
American Grindhouse,Elijah Drenner,7.1
The Winslow Boy,Anthony Asquith,7.3
The Retrieval,Chris Eska,6.6
The Comedy of Terrors,Jacques Tourneur,6.7
11:55,Ari Issler,4.9
11:55,Ben Snyder,4.9
Everlasting,Anthony Stabley,6.6
Cobra Verde,Werner Herzog,7.0
Cutter's Way,Ivan Passer,6.9
Sweet Land,Ali Selim,7.1
T-Men,Anthony Mann,7.0
The Family I Had,Katie Green,6.9
The Family I Had,Carlye Rubin,6.9
Twist of Faith,Paul A. Kaufman,7.2
Brad's Status,Mike White,6.5
Super Inframan,Shan Hua,6.3
Trilogy of Terror,Dan Curtis,6.6
102 Not Out,Umesh Shukla,7.4
Cash Only,Malik Bader,6.1
Detainment,Vincent Lambe,7.4
Hichki,Siddharth Malhotra,7.5
The English Surgeon,Geoffrey Smith,8.1
The Dirties,Matt Johnson,6.9
Unplanned,Chuck Konzelman,5.8
Unplanned,Cary Solomon,5.8
The Front,Martin Ritt,7.3
College,unknown,7.1
Never Grow Old,Ivan Kavanagh,5.9
Seoul Station,Sang-ho Yeon,6.1
Across 110th Street,Barry Shear,7.0
Ice Mother,Bohdan Sláma,6.8
Royal Wedding,Stanley Donen,6.7
Almost Holy,Steve Hoover,7.5
The Assassin,John Badham,6.3
Bad Samaritan,Dean Devlin,6.4
Stations of the Cross,Dietrich Brüggemann,7.4
Eden,Mia Hansen-Løve,6.6
Love on a Leash,Fen Tian,9.3
Dreams with Sharp Teeth,Erik Nelson,7.8
Little Big Man,Arthur Penn,7.6
Jellyfish,James Gardner,7.0
Do You Trust this Computer?,Chris Paine,7.4
The King of Masks,Tian-Ming Wu,7.7
Big Eden,Thomas Bezucha,7.3
The Cat o' Nine Tails,Dario Argento,6.7
Brimstone,Martin Koolhoven,7.1
LFO,Antonio Tublen,6.6
Cyrano de Bergerac,Jean-Paul Rappeneau,7.5
Rabid,Jen Soska,6.3
Rabid,Sylvia Soska,6.3
Of Human Bondage,John Cromwell,7.2
Kung Fu Jungle,Teddy Chan,6.5
Hagazussa,Lukas Feigelfeld,5.9
Euthanizer,Teemu Nikki,6.8
The Marriage Circle,Ernst Lubitsch,7.2
The World Before Your Feet,Jeremy Workman,7.6
On Any Sunday,Bruce Brown,7.8
In Which We Serve,Noël Coward,7.2
In Which We Serve,David Lean,7.2
The Children Act,Richard Eyre,6.7
Convoy,Sam Peckinpah,6.4
What Will People Say,Iram Haq,7.4
The Exorcist III,William Peter Blatty,6.4
Off the Rails,Jules Williamson,7.1
Long Weekend,Colin Eggleston,6.6
Return of the Hero,Laurent Tirard,6.5
Kid Cannabis,John Stockwell,6.4
Beauty Is Embarrassing,Neil Berkeley,7.4
Blue My Mind,Lisa Brühlmann,6.1
The Inspector General,Henry Koster,6.8
Animal Factory,Steve Buscemi,6.6
Shanghai Triad,Yimou Zhang,7.1
Gloria Bell,Sebastián Lelio,6.3
The Prophecy,Gregory Widen,6.5
Manufactured Landscapes,Jennifer Baichwal,7.3
"Cairo 6,7,8",Mohamed Diab,7.5
The Way of the Gun,Christopher McQuarrie,6.7
Soapdish,Michael Hoffman,6.6
The Third Murder,Hirokazu Koreeda,6.7
Big Fan,Robert Siegel,6.7
Night Owls,Charles Hood,6.2
Call Me Lucky,Bobcat Goldthwait,7.6
Anand,Hrishikesh Mukherjee,8.7
The Mule,Clint Eastwood,6.3
The Shout,Jerzy Skolimowski,6.7
The Dark,Neil Marshall,5.6
The Irish Pub,Alex Fegan,7.3
Charlie's Country,Rolf de Heer,7.2
Autoluminescent: Rowland S. Howard,Richard Lowenstein,7.9
Autoluminescent: Rowland S. Howard,Lynn-Maree Milburn,7.9
Never on Sunday,Jules Dassin,7.3
The Gateway,John V. Soto,5.5
The Pope's Toilet,César Charlone,7.3
The Pope's Toilet,Enrique Fernández,7.3
Hot Summer Nights,Elijah Bynum,6.4
Robin Hood,Ridley Scott,7.2
Palo Alto,Gia Coppola,6.2
Ray Harryhausen: Special Effects Titan,Gilles Penso,7.5
The Goldfinch,John Crowley,6.2
Park Row,Samuel Fuller,7.2
Kundo: Age of the Rampant,Jong-bin Yoon,6.8
Book Club,Bill Holderman,6.1
King of the Ants,Stuart Gordon,6.2
The Opposite of Sex,Don Roos,6.3
Hidden Agenda,Ken Loach,6.9
The Italian,Andrey Kravchuk,7.5
Photograph,Ritesh Batra,6.8
Night Comes On,Jordana Spiro,6.5
Untold Scandal,unknown,6.9
The Hanging Garden,Thom Fitzgerald,6.8
Dreamchild,Gavin Millar,6.8
Unmistaken Child,Nati Baratz,7.5
22 Bullets,Richard Berry,6.7
The Scarlet Pimpernel,Clive Donner,7.4
The Story of Luke,Alonso Mayo,7.2
Lost Angels: Skid Row Is My Home,Thomas Napper,7.5
Always Shine,Sophia Takal,5.6
Elizabethtown,Cameron Crowe,6.4
After the Dark,John Huddles,5.7
G.B.F.,Darren Stein,5.9
I Spit on Your Grave,Steven R. Monroe,6.3
American Gigolo,Paul Schrader,6.2
Outfoxed: Rupert Murdoch's War on Journalism,Robert Greenwald,7.5
Upside Down: The Creation Records Story,Danny O'Connor,7.2
White Zombie,Victor Halperin,6.3
Pork Chop Hill,Lewis Milestone,7.1
As If I Am Not There,Juanita Wilson,7.2
The Special Relationship,Richard Loncraine,6.7
Woman on the Run,Norman Foster,7.3
Louis C.K.: Shameless,Steven J. Santos,8.6
Code Black,unknown,7.2
The Departure,Merland Hoxha,7.0
We Have Always Lived in the Castle,Stacie Passon,5.6
King Corn,Aaron Woolf,7.0
"People, Places, Things",Ron Sylvester,6.9
Something from Nothing: The Art of Rap,Ice-T,7.2
Something from Nothing: The Art of Rap,Andy Baybutt,7.2
The Age of Stupid,Franny Armstrong,7.0
Chris & Don: A Love Story,Tina Mascara,7.5
Chris & Don: A Love Story,Guido Santi,7.5
